date,team,elo_pre
1998-06-03,Belgium,1896.5034484580074
1998-06-03,Colombia,1817.7520983145998
1998-06-03,Andorra,1483.9312331587064
1998-06-03,Brazil,2136.2310467163065
1998-06-03,Malta,1355.8603242630015
1998-06-03,Wales,1663.018283930881
1998-06-04,Estonia,1398.4424692164457
1998-06-04,Faroe Islands,1432.1322098816772
1998-06-04,Chile,1925.6718179911531
1998-06-04,Morocco,1870.1857644137087
1998-06-04,South Korea,1899.8759437726567
1998-06-04,China,1864.9552501813228
1998-06-05,Netherlands,2002.6516447820445
1998-06-05,Nigeria,1758.122750033147
1998-06-05,Germany,2075.515240003822
1998-06-05,Luxembourg,1361.8316595461094
1998-06-05,Denmark,1950.6314603389337
1998-06-05,Cameroon,1752.56545634439
1998-06-05,Finland,1673.3432612811969
1998-06-05,France,2049.8574602774784
1998-06-05,Bulgaria,1832.291183852599
1998-06-05,Algeria,1618.2728395428678
1998-06-06,Belgium,1919.8176189498138
1998-06-06,Paraguay,1783.2708770939664
1998-06-06,Croatia,1938.1778599494464
1998-06-06,Australia,1953.8887753318086
1998-06-06,Iceland,1595.56540191595
1998-06-06,South Africa,1769.5344396523515
1998-06-06,Kenya,1695.8121302458283
1998-06-06,Seychelles,1326.1300345922277
1998-06-06,Romania,1924.43911134511
1998-06-06,Moldova,1456.9599157293378
1998-06-06,Switzerland,1664.6398343362405
1998-06-06,Serbia,1980.7563142976267
1998-06-06,Tunisia,1772.7782954596173
1998-06-06,Wales,1671.7646863553643
1998-06-07,Belarus,1426.5390285100298
1998-06-07,Lithuania,1630.2163226916573
1998-06-10,Morocco,1874.936495364539
1998-06-10,Norway,2014.1009679441918
1998-06-10,Brazil,2137.6030511426748
1998-06-10,Scotland,1798.6122003222424
1998-06-11,Cameroon,1798.0279924532208
1998-06-11,Austria,1833.399363166804
1998-06-11,Italy,1989.5221937260476
1998-06-11,Chile,1920.9210870403228
1998-06-12,France,2056.020500847445
1998-06-12,South Africa,1755.6538692551576
1998-06-12,Paraguay,1764.48952403716
1998-06-12,Bulgaria,1845.841197435495
1998-06-12,Saudi Arabia,1854.8334206395796
1998-06-12,Denmark,1905.168924230103
1998-06-13,South Korea,1896.8707615726673
1998-06-13,Mexico,1922.6325671746222
1998-06-13,Netherlands,2014.4482138292215
1998-06-13,Belgium,1938.5989720066202
1998-06-13,Seychelles,1349.7460832857457
1998-06-13,Kenya,1672.1960815523103
1998-06-13,Spain,2064.6882967118627
1998-06-13,Nigeria,1746.32618098597
1998-06-14,Serbia,1959.124415053476
1998-06-14,Iran,1781.8207908329823
1998-06-14,Jamaica,1749.0203017485082
1998-06-14,Croatia,1969.5335255295595
1998-06-14,Argentina,2033.9953837525375
1998-06-14,Japan,1846.2660006851722
1998-06-15,England,2027.5562774588655
1998-06-15,Tunisia,1794.293807616562
1998-06-15,Germany,2076.48544240024
1998-06-15,USA,1883.228927848019
1998-06-15,Romania,1928.2494076772675
1998-06-15,Colombia,1794.4379278227934
1998-06-16,Brazil,2145.067175225776
1998-06-16,Morocco,1886.349016459035
1998-06-16,Scotland,1791.1480762391411
1998-06-16,Norway,2002.6884468496958
1998-06-17,Chile,1926.7687858703534
1998-06-17,Austria,1830.355661894175
1998-06-17,Italy,1983.674494896017
1998-06-17,Cameroon,1801.0716937258499
1998-06-18,South Africa,1746.6113159094778
1998-06-18,Denmark,1930.8527631923635
1998-06-18,France,2065.0630541931246
1998-06-18,Saudi Arabia,1829.149581677319
1998-06-19,Nigeria,1798.0507340630465
1998-06-19,Bulgaria,1838.9423489878395
1998-06-19,Spain,2012.9637436347862
1998-06-19,Paraguay,1771.3883724848154
1998-06-20,Belgium,1945.0462207263467
1998-06-20,Mexico,1950.4121817952516
1998-06-20,Japan,1831.0631005871558
1998-06-20,Croatia,1982.6953692985421
1998-06-20,Netherlands,2008.000965109495
1998-06-20,South Korea,1869.091146952038
1998-06-21,Germany,2091.330040025732
1998-06-21,Serbia,1975.0185604332487
1998-06-21,USA,1868.3843302225268
1998-06-21,Iran,1765.9266454532096
1998-06-21,Argentina,2049.198283850554
1998-06-21,Jamaica,1735.8584579795256
1998-06-22,Estonia,1431.3423920451633
1998-06-22,Andorra,1482.559228732338
1998-06-22,Romania,1947.2345097196228
1998-06-22,England,2039.9796039518128
1998-06-22,Colombia,1775.4528257804382
1998-06-22,Tunisia,1781.8704811236146
1998-06-23,Scotland,1807.4478450484512
1998-06-23,Morocco,1875.3074204152679
1998-06-23,Italy,1999.2147982506388
1998-06-23,Austria,1838.4733327668264
1998-06-23,Chile,1918.651114997702
1998-06-23,Cameroon,1785.531390371228
1998-06-23,Brazil,2156.108771269543
1998-06-23,Norway,1986.3886780403857
1998-06-24,Andorra,1448.168569840929
1998-06-24,Azerbaijan,1473.5328667478987
1998-06-24,France,2077.3367223096952
1998-06-24,Denmark,1916.2846922607057
1998-06-24,Nigeria,1831.5653862918111
1998-06-24,Paraguay,1789.4298411073094
1998-06-24,South Africa,1761.1793868411355
1998-06-24,Saudi Arabia,1816.8759135607481
1998-06-24,Spain,1994.9222750122922
1998-06-24,Bulgaria,1805.427696759075
1998-06-25,USA,1829.7852596698615
1998-06-25,Serbia,1984.7026056727314
1998-06-25,Germany,2081.6459947862495
1998-06-25,Iran,1804.525716005875
1998-06-25,Netherlands,2026.6072557503728
1998-06-25,Mexico,1949.9488843079832
1998-06-25,Belgium,1945.5095182136151
1998-06-25,South Korea,1850.48485631116
1998-06-25,Estonia,1465.7330509365722
1998-06-25,Latvia,1458.8147939382675
1998-06-26,Argentina,2057.682148159072
1998-06-26,Croatia,2000.3748733148982
1998-06-26,Azerbaijan,1471.3466198826768
1998-06-26,Lithuania,1584.4009514666782
1998-06-26,Colombia,1806.0069076721873
1998-06-26,England,2002.1562962364267
1998-06-26,Japan,1813.3835965707997
1998-06-26,Jamaica,1727.374593671008
1998-06-26,Latvia,1489.41208532682
1998-06-26,Andorra,1450.3548167061508
1998-06-26,Romania,1985.057817435009
1998-06-26,Tunisia,1751.3163992318655
1998-06-27,Thailand,1711.862431577766
1998-06-27,China,1867.960432381312
1998-06-27,Brazil,2112.518168858886
1998-06-27,Chile,1907.6879334648297
1998-06-27,Italy,2016.247523618983
1998-06-27,Norway,2029.9792804510428
1998-06-28,France,2094.3476499907165
1998-06-28,Paraguay,1823.050383810477
1998-06-28,Nigeria,1797.9448435886436
1998-06-28,Denmark,1899.2737645796847
1998-06-28,Estonia,1435.1357595480197
1998-06-28,Lithuania,1544.9696023687072
1998-06-29,Germany,2091.764933937296
1998-06-29,Mexico,1956.4627386441089
1998-06-29,Lithuania,1535.789574176717
1998-06-29,Andorra,1423.7131574649723
1998-06-29,Netherlands,2020.0934014142472
1998-06-29,Serbia,2002.1472141162885
1998-06-30,Argentina,2082.778232440062
1998-06-30,England,2016.8156349226658
1998-06-30,Romania,1967.4540061544137
1998-06-30,Croatia,1975.2787890339082
1998-07-02,Oman,1565.935153417847
1998-07-02,Syria,1588.2224756398407
1998-07-03,Brazil,2126.631038017399
1998-07-03,Denmark,1920.7642346440923
1998-07-03,France,2104.7517122161157
1998-07-03,Italy,2047.432601817263
1998-07-04,Netherlands,2048.545179710611
1998-07-04,Argentina,2077.1500251831226
1998-07-04,Germany,2110.6388455329475
1998-07-04,Croatia,2004.6032571788362
1998-07-05,Rwanda,1440.6637590852888
1998-07-05,Tanzania,1458.579478047297
1998-07-06,Malawi,1518.2539117050242
1998-07-06,Mozambique,1473.29414728758
1998-07-06,Rwanda,1472.2093569362469
1998-07-06,Tanzania,1427.033880196339
1998-07-07,Brazil,2140.679605611494
1998-07-07,Netherlands,2081.0095549117177
1998-07-08,France,2099.846801846022
1998-07-08,Croatia,2043.4850416569664
1998-07-08,Malawi,1544.393298924786
1998-07-08,Mozambique,1447.1547600678182
1998-07-10,Uganda,1606.3608801630685
1998-07-10,Tanzania,1430.912809154923
1998-07-11,Malawi,1536.2096169884742
1998-07-11,Mozambique,1455.33844200413
1998-07-11,Netherlands,2086.111814089236
1998-07-11,Croatia,2018.3094614276824
1998-07-12,France,2125.0223820753063
1998-07-12,Brazil,2135.577346433976
1998-07-15,Ukraine,1783.7923645049807
1998-07-15,Poland,1772.2736797118073
1998-07-18,Malawi,1529.3500765195818
1998-07-18,Zimbabwe,1600.289412030169
1998-07-18,Uganda,1622.3801375827718
1998-07-18,Kenya,1680.305077419202
1998-07-19,Mozambique,1462.1979824730224
1998-07-19,Angola,1645.6653772477039
1998-07-20,Lebanon,1652.6001781087098
1998-07-20,Palestine,1539.9605249608057
1998-07-20,Malawi,1565.3917457047767
1998-07-20,Zimbabwe,1564.247742844974
1998-07-20,Syria,1616.3006688824726
1998-07-20,Jordan,1597.803824595622
1998-07-22,Curaçao,1486.308984345331
1998-07-22,Haiti,1628.9098976362634
1998-07-22,Jamaica,1764.6531286769919
1998-07-22,Cayman Islands,1467.0881556959666
1998-07-22,Martinique,1729.7736375087318
1998-07-22,Dominica,1530.5893078492584
1998-07-22,Senegal,1576.2327288464412
1998-07-22,Cape Verde,1493.3169571270994
1998-07-22,Trinidad and Tobago,1555.185554482331
1998-07-22,Antigua and Barbuda,1491.0029829032246
1998-07-23,Palestine,1519.3595946089406
1998-07-23,Syria,1644.7050301848778
1998-07-23,Lebanon,1673.201108460575
1998-07-23,Jordan,1569.3994632932167
1998-07-24,Antigua and Barbuda,1466.4827586681974
1998-07-24,Dominica,1516.1226374998166
1998-07-24,Burkina Faso,1653.3076468833108
1998-07-24,Niger,1573.5556317585467
1998-07-24,Cayman Islands,1457.9210470154942
1998-07-24,Haiti,1647.2445513666096
1998-07-24,Jamaica,1773.8202373574643
1998-07-24,Curaçao,1467.9743306149849
1998-07-24,Trinidad and Tobago,1579.7057787173583
1998-07-24,Martinique,1744.2403078581735
1998-07-25,Benin,1444.6765269928192
1998-07-25,Ghana,1579.5223231754242
1998-07-26,Niger,1550.3235212809948
1998-07-26,Ivory Coast,1778.4148130780034
1998-07-26,Trinidad and Tobago,1622.938119806286
1998-07-26,Dominica,1481.8653151056587
1998-07-26,Lebanon,1634.4956439487114
1998-07-26,Syria,1664.3281838907938
1998-07-26,Senegal,1599.2061004712987
1998-07-26,Mali,1625.487421865635
1998-07-26,Jamaica,1782.6232208326844
1998-07-26,Haiti,1662.343527102112
1998-07-26,Curaçao,1459.1713471397647
1998-07-26,Cayman Islands,1442.8220712799919
1998-07-26,Antigua and Barbuda,1500.7400810623553
1998-07-26,Martinique,1701.0079667692457
1998-07-26,Jordan,1608.1049278050803
1998-07-26,Palestine,1499.7364409030247
1998-07-29,Jamaica,1802.6333768696793
1998-07-29,Antigua and Barbuda,1546.3417785248153
1998-07-29,Trinidad and Tobago,1641.3849616769476
1998-07-29,Haiti,1642.333371065117
1998-07-30,Guam,1302.2652992089659
1998-07-30,Northern Mariana Islands,1600.0
1998-07-31,Antigua and Barbuda,1535.1737762059558
1998-07-31,Haiti,1612.2514790190507
1998-07-31,Kenya,1675.3492684463029
1998-07-31,Djibouti,1360.4591365378024
1998-07-31,Libya,1604.3790041398333
1998-07-31,Algeria,1604.722825959972
1998-07-31,Trinidad and Tobago,1671.4668537230139
1998-07-31,Jamaica,1813.8013791885387
1998-08-01,Uganda,1627.335946555671
1998-08-01,Rwanda,1468.3304279776628
1998-08-01,Palau,1556.4925485649078
1998-08-01,Guam,1353.1057760825522
1998-08-01,Namibia,1522.400773893894
1998-08-01,Malawi,1565.2929649143425
1998-08-02,Eswatini,1377.4586549411783
1998-08-02,Madagascar,1692.1299895113175
1998-08-02,Benin,1425.768610619476
1998-08-02,Angola,1631.1484377899174
1998-08-02,Botswana,1318.3911850190686
1998-08-02,Mozambique,1476.714921930809
1998-08-02,Burundi,1682.5784013710245
1998-08-02,Tanzania,1414.8935517352197
1998-08-02,Chad,1474.2467190842249
1998-08-02,Congo,1630.1766443841466
1998-08-02,Equatorial Guinea,1447.9811218116406
1998-08-02,Gabon,1654.0842124677993
1998-08-02,Lesotho,1405.5369284836956
1998-08-02,Mauritius,1420.5656616817416
1998-08-02,Mali,1593.2224285878021
1998-08-02,Cape Verde,1470.343585502242
1998-08-02,Niger,1597.6043953526457
1998-08-02,Liberia,1514.1745619481496
1998-08-02,São Tomé and Príncipe,1483.004951947044
1998-08-02,Togo,1532.1495731265966
1998-08-03,Guam,1398.9030254131858
1998-08-03,Northern Mariana Islands,1549.1595231264137
1998-08-07,Réunion,1630.4872489242643
1998-08-07,Mauritius,1419.268785302519
1998-08-07,Madagascar,1700.5581748412812
1998-08-07,Comoros,1416.7448530471104
1998-08-08,Zambia,1768.069318251901
1998-08-08,Namibia,1556.0856820535305
1998-08-09,Benin,1471.689859720773
1998-08-09,Niger,1620.5358289701066
1998-08-09,Seychelles,1341.637087418854
1998-08-09,Comoros,1406.9459039010508
1998-08-11,Réunion,1644.2070802979915
1998-08-11,Mauritius,1405.548953928792
1998-08-11,Madagascar,1710.3571239873409
1998-08-11,Seychelles,1377.2108104174756
1998-08-12,Azerbaijan,1510.7779689806478
1998-08-12,Georgia,1753.0932733584052
1998-08-13,Madagascar,1718.0439227721133
1998-08-13,Mauritius,1393.4288157206913
1998-08-13,Réunion,1656.327218506092
1998-08-13,Seychelles,1369.5240116327032
1998-08-14,Algeria,1634.6931380072494
1998-08-14,Libya,1574.4086920925558
1998-08-15,Réunion,1665.985876189803
1998-08-15,Madagascar,1726.0659090027789
1998-08-15,Mauritius,1385.4068294900258
1998-08-15,Seychelles,1359.8653539489922
1998-08-15,Thailand,1694.5017931666937
1998-08-15,Uzbekistan,1640.327671466205
1998-08-15,Tanzania,1404.3094386702396
1998-08-15,Burundi,1693.1625144360046
1998-08-15,Mozambique,1463.9179161422462
1998-08-15,Botswana,1331.1881908076314
1998-08-15,Malawi,1531.608056754706
1998-08-15,Namibia,1572.412408014633
1998-08-15,Kenya,1683.7683337456097
1998-08-15,Djibouti,1352.0400712384956
1998-08-16,Angola,1585.2271886886203
1998-08-16,Benin,1483.8096884809574
1998-08-16,Cape Verde,1450.532472622853
1998-08-16,Mali,1613.033541467191
1998-08-16,Congo,1617.5492219544396
1998-08-16,Chad,1486.8741415139318
1998-08-16,Gabon,1668.1181509214523
1998-08-16,Equatorial Guinea,1433.9471833579876
1998-08-16,Liberia,1491.2431283306887
1998-08-16,Niger,1608.4160002099222
1998-08-16,Lithuania,1556.4343867135706
1998-08-16,Moldova,1453.1496193971802
1998-08-16,Rwanda,1451.1755512886525
1998-08-16,Uganda,1644.4908232446812
1998-08-18,Togo,1557.9341619561683
1998-08-18,São Tomé and Príncipe,1457.2203631174723
1998-08-18,Armenia,1569.5808410094696
1998-08-18,Lebanon,1607.065280486219
1998-08-18,Poland,1803.2679186618132
1998-08-18,Israel,1841.7653578018878
1998-08-19,Slovakia,1780.257640647809
1998-08-19,Finland,1667.1802207112305
1998-08-19,Ukraine,1752.7981255549748
1998-08-19,Georgia,1705.0110728450193
1998-08-19,Sweden,1942.8401570326012
1998-08-19,Russia,1884.3545642331683
1998-08-19,Norway,1998.7942022527627
1998-08-19,Romania,1938.1295380094857
1998-08-19,Lithuania,1547.7698124765852
1998-08-19,Belarus,1472.3543997350089
1998-08-19,Portugal,1905.6313745115394
1998-08-19,Mozambique,1482.9839246244667
1998-08-19,Hungary,1763.4688929228682
1998-08-19,Slovenia,1597.1691941795536
1998-08-19,Czech Republic,1944.885329514581
1998-08-19,Denmark,1906.7156670499976
1998-08-19,Cyprus,1648.0642719356017
1998-08-19,Albania,1519.201788149736
1998-08-19,Bosnia and Herzegovina,1681.8611400855787
1998-08-19,Faroe Islands,1399.2322870529597
1998-08-19,Austria,1821.4406073984821
1998-08-19,France,2155.9334906831264
1998-08-19,Iceland,1609.4459723131438
1998-08-19,Latvia,1516.0537445679986
1998-08-20,Estonia,1444.31578774001
1998-08-20,Moldova,1461.8141936341656
1998-08-23,Burkina Faso,1676.5397573608627
1998-08-23,Togo,1579.4734969918447
1998-08-23,Mauritius,1353.2053656068624
1998-08-23,Lesotho,1406.8338048629182
1998-08-23,Madagascar,1720.9292800245214
1998-08-23,Eswatini,1369.0304696112146
1998-08-26,Malaysia,1515.1328404660078
1998-08-26,Singapore,1485.4478924026587
1998-08-26,Vietnam,1444.942140702871
1998-08-26,Laos,1329.484195443594
1998-08-27,Thailand,1719.8615683003718
1998-08-27,Myanmar,1426.1225629933056
1998-08-27,Indonesia,1599.7660702858548
1998-08-27,Philippines,1058.521535118136
1998-08-28,Vietnam,1465.3241681977795
1998-08-28,Singapore,1518.004877873077
1998-08-28,Malaysia,1482.5758549955895
1998-08-28,Laos,1309.1021679486855
1998-08-29,Indonesia,1602.3140387712233
1998-08-29,Myanmar,1446.7830932784084
1998-08-29,Thailand,1699.201038015269
1998-08-29,Philippines,1055.9735666327674
1998-08-30,Angola,1606.7106261031042
1998-08-30,Zimbabwe,1564.3465236354082
1998-08-30,Burkina Faso,1668.3698460438452
1998-08-30,Ivory Coast,1731.1339390063524
1998-08-30,Singapore,1513.490602478919
1998-08-30,Laos,1322.9491007117365
1998-08-30,Vietnam,1469.8384435919374
1998-08-30,Malaysia,1468.7289222325385
1998-08-31,Burkina Faso,1673.7311393324198
1998-08-31,Senegal,1631.4710937491316
1998-08-31,Myanmar,1429.3821549082395
1998-08-31,Philippines,1054.529775816143
1998-08-31,Thailand,1700.6448288318934
1998-08-31,Indonesia,1619.7149771413922
1998-09-02,Tonga,1497.9140663349206
1998-09-02,American Samoa,1374.0654132077866
1998-09-02,Serbia,1973.6954358199248
1998-09-02,Switzerland,1686.2717335803911
1998-09-02,Romania,1943.3151540270246
1998-09-02,Liechtenstein,1320.2078385589766
1998-09-02,Singapore,1528.5104926523716
1998-09-02,Indonesia,1596.5793190921695
1998-09-02,Malta,1347.113921838518
1998-09-02,Germany,2071.7570610548173
1998-09-02,Cook Islands,1428.052573813877
1998-09-02,Samoa,1436.4816157648086
1998-09-02,Morocco,1899.5213433026702
1998-09-02,Senegal,1635.1022296472738
1998-09-03,Cook Islands,1458.7802530408148
1998-09-03,American Samoa,1354.3283108260098
1998-09-03,Tahiti,1809.1180576922961
1998-09-03,Tonga,1517.6511687166974
1998-09-03,Vietnam,1499.7426401422667
1998-09-03,Thailand,1723.780486881116
1998-09-05,Lithuania,1511.3583030398975
1998-09-05,Scotland,1783.233922161049
1998-09-05,Slovakia,1770.8244950145067
1998-09-05,Azerbaijan,1558.8601694940337
1998-09-05,Solomon Islands,1745.564623970445
1998-09-05,Papua New Guinea,1525.6159769170097
1998-09-05,Sweden,1967.8372710572628
1998-09-05,England,2022.443842179605
1998-09-05,Ukraine,1778.6976843666132
1998-09-05,Russia,1859.3574502085066
1998-09-05,Turkey,1701.941169457283
1998-09-05,Northern Ireland,1716.3247335520743
1998-09-05,Vietnam,1546.7880742709253
1998-09-05,Singapore,1564.3139638220862
1998-09-05,Wales,1650.24917419842
1998-09-05,Italy,2052.337512187357
1998-09-05,Republic of Ireland,1734.7551445235445
1998-09-05,Croatia,2054.090781181854
1998-09-05,Tahiti,1818.5611325043383
1998-09-05,Samoa,1405.7539365378707
1998-09-05,Indonesia,1560.775847922455
1998-09-05,Thailand,1676.7350527524575
1998-09-05,Belarus,1508.7659091716966
1998-09-05,Denmark,1879.9983046957911
1998-09-05,Germany,2072.668847252484
1998-09-05,Romania,1944.9314589262133
1998-09-05,Georgia,1679.111514033381
1998-09-05,Albania,1499.8450448478688
1998-09-05,Finland,1676.6133663445328
1998-09-05,Moldova,1490.3045360524386
1998-09-05,Fiji,1714.7301189988389
1998-09-05,New Caledonia,1599.6086866910227
1998-09-05,Cyprus,1667.421015237469
1998-09-05,Spain,2010.0101261144512
1998-09-05,Cook Islands,1480.023393589303
1998-09-05,Tonga,1508.2080939046552
1998-09-05,Bosnia and Herzegovina,1691.7161187397687
1998-09-05,Estonia,1415.8254453217369
1998-09-05,Austria,1843.805609573131
1998-09-05,Israel,1808.4547594038222
1998-09-05,Armenia,1602.8050076099523
1998-09-05,Andorra,1403.0683449281187
1998-09-05,Iceland,1631.5706119031067
1998-09-05,France,2133.5684885084775
1998-09-06,Norway,1993.6085862352238
1998-09-06,Latvia,1493.9291049780356
1998-09-06,Togo,1587.6434083088623
1998-09-06,Benin,1462.3262510664736
1998-09-06,North Macedonia,1693.0541957656953
1998-09-06,Malta,1346.2021356408516
1998-09-06,Eswatini,1392.0385695610444
1998-09-06,Ghana,1598.4302395487673
1998-09-06,Greece,1819.8237539586137
1998-09-06,Slovenia,1580.5240240206276
1998-09-06,Bulgaria,1790.339845656916
1998-09-06,Poland,1836.5785170598788
1998-09-06,Hungary,1780.1140630817943
1998-09-06,Portugal,1910.4730168270537
1998-09-06,Faroe Islands,1389.3773083987696
1998-09-06,Czech Republic,1971.6026918687874
1998-09-07,Papua New Guinea,1512.4207105780793
1998-09-07,New Caledonia,1579.2005808165363
1998-09-07,Samoa,1400.6541065382169
1998-09-07,Tonga,1505.7797557114654
1998-09-07,Tahiti,1823.660962503992
1998-09-07,American Samoa,1333.0851702775217
1998-09-07,Vanuatu,1470.347836397166
1998-09-07,Fiji,1735.1382248733253
1998-09-08,Cook Islands,1482.4517317824927
1998-09-08,Tahiti,1827.0234793254517
1998-09-08,Samoa,1439.4641518870953
1998-09-08,American Samoa,1329.722653456062
1998-09-08,Solomon Islands,1758.7598903093754
1998-09-08,New Caledonia,1543.504318490286
1998-09-08,Vanuatu,1459.6176970333784
1998-09-08,Papua New Guinea,1548.1169729043295
1998-09-09,Kuwait,1763.397142848143
1998-09-09,Lebanon,1573.8411138857364
1998-09-10,Vanuatu,1467.0982474819207
1998-09-10,Solomon Islands,1772.2353397003271
1998-09-10,Fiji,1745.868364237113
1998-09-10,Papua New Guinea,1540.6364224557872
1998-09-11,Saudi Arabia,1812.1074663447428
1998-09-11,Tanzania,1394.7460240083415
1998-09-12,Fiji,1759.9562901263073
1998-09-12,Solomon Islands,1721.0690160437593
1998-09-12,Namibia,1598.9051875353714
1998-09-12,Mozambique,1478.1422823089524
1998-09-12,Syria,1691.758547353286
1998-09-12,Oman,1537.8569601752151
1998-09-12,Vanuatu,1518.2645711384885
1998-09-12,New Caledonia,1530.0288690993343
1998-09-13,Bahrain,1541.0020953308533
1998-09-13,Libya,1549.5624523377012
1998-09-13,Kuwait,1748.480999248308
1998-09-13,North Korea,1713.275484276982
1998-09-14,Saudi Arabia,1817.086284966176
1998-09-14,Sudan,1623.8042112426645
1998-09-15,Syria,1709.2755896085316
1998-09-15,Oman,1520.3399179199696
1998-09-16,United Arab Emirates,1785.0725370996622
1998-09-16,Libya,1548.8234412329284
1998-09-16,Qatar,1774.6158833540849
1998-09-16,Sudan,1608.961257281848
1998-09-16,Egypt,1823.8008717498033
1998-09-16,Ivory Coast,1725.7726457177778
1998-09-17,Saudi Arabia,1831.9292389269924
1998-09-17,Senegal,1624.3532457809147
1998-09-18,Bahrain,1541.741106435626
1998-09-18,Syria,1694.3998055704444
1998-09-19,Solomon Islands,1724.412861446838
1998-09-19,Papua New Guinea,1526.5484965665928
1998-09-20,Togo,1547.2687116842346
1998-09-20,Mali,1599.9429882064017
1998-09-22,Oman,1535.2157019580568
1998-09-22,Zambia,1751.7425922907985
1998-09-22,Qatar,1761.30575247272
1998-09-22,Libya,1536.5686244072058
1998-09-23,Brazil,2104.666237826156
1998-09-23,Serbia,1953.3251828102461
1998-09-23,Estonia,1435.6468220475927
1998-09-23,Egypt,1815.5541160339992
1998-09-23,Spain,1957.3399270860461
1998-09-23,Russia,1822.515212304298
1998-09-24,Oman,1581.8165672101597
1998-09-24,Zambia,1705.1417270386955
1998-09-24,Libya,1523.654899856061
1998-09-24,Jordan,1599.0397283889301
1998-09-25,Australia,1922.5331097516955
1998-09-25,Fiji,1756.6124447232287
1998-09-25,New Zealand,1627.7006036870148
1998-09-25,Tahiti,1834.2801611237005
1998-09-26,Kuwait,1775.4514723829984
1998-09-26,Syria,1652.00571821065
1998-09-26,Qatar,1774.2194770238648
1998-09-26,Jordan,1622.6307392316974
1998-09-27,Mali,1625.4292557190572
1998-09-27,Burkina Faso,1670.1000034342776
1998-09-27,Saudi Arabia,1845.872225023085
1998-09-27,Lebanon,1588.7572574855712
1998-09-27,United Arab Emirates,1797.3273539253848
1998-09-27,Sudan,1622.2713881632128
1998-09-27,Zimbabwe,1537.9865125743793
1998-09-27,Zambia,1694.9187620197138
1998-09-28,Australia,1939.2045353207582
1998-09-28,Cook Islands,1475.195049984244
1998-09-28,New Zealand,1673.6961322934317
1998-09-28,Vanuatu,1549.2799942406893
1998-09-29,Saudi Arabia,1856.9972110822807
1998-09-29,Kuwait,1795.219304663981
1998-09-29,North Macedonia,1700.227558841724
1998-09-29,Egypt,1791.6099786952416
1998-09-29,Qatar,1791.9021060073683
1998-09-29,United Arab Emirates,1813.3731293182593
1998-09-30,Fiji,1739.941019154166
1998-09-30,Cook Islands,1471.3128581916187
1998-09-30,Tahiti,1788.2846325172836
1998-09-30,Vanuatu,1529.5861337034175
1998-10-01,Kuwait,1770.498121730685
1998-10-01,United Arab Emirates,1781.5215286624668
1998-10-01,Qatar,1823.7537066631608
1998-10-01,Saudi Arabia,1881.7183940155767
1998-10-02,Australia,1943.0867271133834
1998-10-02,Tahiti,1799.3272482355428
1998-10-02,New Zealand,1693.3899928307035
1998-10-02,Fiji,1750.4778805633775
1998-10-03,Bahrain,1584.1351937954205
1998-10-03,Sudan,1606.2256127703383
1998-10-03,Kenya,1691.5100070963592
1998-10-03,Madagascar,1697.9211800746916
1998-10-03,Namibia,1618.8782635043056
1998-10-03,Congo,1606.7694065506828
1998-10-03,South Africa,1765.9478340571409
1998-10-03,Angola,1633.0706371641331
1998-10-04,Zambia,1712.220212060777
1998-10-04,DR Congo,1643.640209393238
1998-10-04,Tunisia,1768.9202105124607
1998-10-04,Liberia,1530.993748432216
1998-10-04,Togo,1521.782444171579
1998-10-04,Guinea,1646.4635057625596
1998-10-04,Tahiti,1781.0773969569366
1998-10-04,Fiji,1715.5924039751474
1998-10-04,Mozambique,1458.1692063400183
1998-10-04,Eritrea,1558.7369486781986
1998-10-04,Mali,1659.265323445002
1998-10-04,Ivory Coast,1734.0194014335818
1998-10-04,Gabon,1680.4900381873729
1998-10-04,Mauritius,1387.7995885816958
1998-10-04,Australia,1961.3365783919896
1998-10-04,New Zealand,1728.2754694189337
1998-10-10,Russia,1803.6057244269498
1998-10-10,France,2106.728297545396
1998-10-10,Poland,1862.6093552396899
1998-10-10,Luxembourg,1360.8614571496912
1998-10-10,Portugal,1929.7169813396554
1998-10-10,Romania,1955.4896973428883
1998-10-10,Northern Ireland,1685.0834658455096
1998-10-10,Finland,1691.9092727615357
1998-10-10,Cyprus,1720.091214265874
1998-10-10,Austria,1840.7636619583873
1998-10-10,Scotland,1763.609383856862
1998-10-10,Estonia,1459.5909593863503
1998-10-10,Slovenia,1598.439568163201
1998-10-10,Norway,1936.8085838235024
1998-10-10,Turkey,1733.1824371638477
1998-10-10,Germany,2062.1106088358088
1998-10-10,Netherlands,2050.3304943350645
1998-10-10,Peru,1864.0312837950737
1998-10-10,San Marino,1306.0131896622174
1998-10-10,Israel,1811.496707018566
1998-10-10,Malta,1339.028772564823
1998-10-10,Croatia,2002.3263296126477
1998-10-10,Azerbaijan,1545.18572185749
1998-10-10,Hungary,1760.8700985691926
1998-10-10,Liechtenstein,1318.591533659788
1998-10-10,Slovakia,1784.4989426510504
1998-10-10,Latvia,1550.729107389757
1998-10-10,Georgia,1694.8739953846189
1998-10-10,Italy,2057.73273962873
1998-10-10,Switzerland,1706.6419865900698
1998-10-10,England,1987.767177005071
1998-10-10,Bulgaria,1764.3090074771048
1998-10-10,Denmark,1856.33152437057
1998-10-10,Wales,1644.8539467570465
1998-10-10,Bosnia and Herzegovina,1671.894742013913
